step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,J0_stopped,J0_accumulated_waiting_time,J0_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,TimeLimit.truncated,episode,terminal_observation
1300,25,475,6.597222222,4.949356857,4,891,0.106849471,4,891,FALSE,,
1310,26,395,5.486111111,5.608255972,6,570,0.101860177,6,570,FALSE,,
1320,30,394,5.628571429,4.961290756,13,901,0.001390925,13,901,FALSE,,
1330,36,455,6.691176471,3.80603666,13,1007,0.025992844,13,1007,FALSE,,
1340,37,692,10.64615385,4.0942875,12,1134,0.034957269,12,1134,FALSE,,
1350,39,877,13.49230769,3.770318921,11,1120,0,11,1120,FALSE,,
1360,31,429,6.5,4.195515748,4,766,0.046005238,4,766,FALSE,,
1370,14,90,1.363636364,4.221563226,7,972,0.059338766,7,972,FALSE,,
1380,21,200,3.03030303,4.500769687,11,987,0.017761137,11,987,FALSE,,
1390,30,333,4.970149254,4.933296458,10,1104,0.04524844,10,1104,FALSE,,
1400,23,326,4.939393939,4.626993979,5,559,0.103269552,5,559,FALSE,,
1410,18,286,4.333333333,4.368423677,5,437,0.079948591,5,437,FALSE,,
1420,12,329,4.910447761,6.476980404,9,584,0.080721365,9,584,FALSE,,
1430,15,413,6.770491803,5.922477364,7,647,0.099058376,7,647,FALSE,,
1440,14,486,7.253731343,6.09219411,8,810,0.077467776,8,810,FALSE,,
1450,16,86,1.264705882,5.411007932,9,731,0.009072761,9,731,FALSE,,
1460,37,343,5.119402985,4.636318187,11,678,0.034833552,11,678,FALSE,,
1470,38,602,8.246575342,5.367742283,7,592,0.108114714,7,592,FALSE,,
1480,40,872,12.82352941,5.078023504,8,658,0.082657251,8,658,FALSE,,
1490,32,654,10.72131148,3.568950705,1,140,0.04300304,1,140,FALSE,,
1500,20,116,1.901639344,4.685179049,5,549,0.151354437,5,549,FALSE,,
1510,17,148,2.642857143,4.727394696,3,410,0.050237226,3,410,FALSE,,
1520,20,211,3.637931034,6.081681921,5,455,0.151273144,5,455,FALSE,,
1530,21,379,7.150943396,5.713155779,4,329,0.091894194,4,329,FALSE,,
1540,18,280,5.490196078,4.687990409,11,286,0.012734485,11,286,FALSE,,
1550,8,208,4,6.294582202,6,600,0.058186737,6,600,FALSE,,
1560,19,338,6.145454545,5.881639059,9,664,0.061218835,9,664,FALSE,,
1570,14,388,7.054545455,6.684995871,6,364,0.119077596,6,364,FALSE,,
1580,15,480,8.888888889,5.817894511,7,414,0.051473023,7,414,FALSE,,
